LGA_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
LGA13800,355,14,3,16,369,39,0,408,0,7,0,0,8,0,0,0,8,0,6,12,1642,148,31,31,1847,19,4,26,1872,81,6,1956,379,34,8,4,418,3,0,3,423,11,0,437,433,44,3,8,490,0,0,0,493,11,0,501,12,0,3,0,12,0,0,0,12,4,0,13,3,0,0,8,8,0,0,0,8,0,0,14,827,79,10,15,935,5,0,7,937,24,0,962,11,0,0,0,8,0,0,0,13,0,0,11,14,0,0,0,15,0,0,0,15,0,0,13,20,0,0,0,22,0,0,0,23,3,0,29,847,84,10,19,959,4,0,10,962,23,0,992,171,26,3,4,203,8,0,9,209,25,0,232,4,0,0,0,7,0,0,0,7,0,3,9,1025,111,11,29,1172,8,4,13,1186,47,6,1235,540,41,3,0,587,3,0,3,588,22,0,617,527,58,6,5,606,8,0,8,607,18,0,626
LGA13850,10,0,0,0,10,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,54,6,3,0,64,0,0,0,65,9,0,75,8,0,0,0,6,0,0,0,6,0,0,6,15,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,22,0,0,0,22,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,20,0,0,0,20,0,0,27,4,0,0,0,5,0,0,0,5,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,25,6,0,0,30,0,0,0,30,3,0,34,14,3,0,0,17,0,0,0,17,0,0,19,14,6,0,0,17,0,0,0,17,3,0,18
LGA13910,87,8,0,8,91,29,0,126,4,0,0,0,4,0,0,0,4,0,0,4,355,53,4,9,424,13,0,15,439,48,0,487,80,9,0,0,88,0,0,0,87,3,0,91,75,10,4,0,94,0,3,5,94,3,0,100,4,0,3,0,7,0,0,0,7,3,0,9,0,0,0,3,8,0,0,0,8,0,0,8,163,21,4,6,187,3,3,7,192,15,0,204,7,0,0,0,5,0,0,0,5,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,9,4,0,9,166,22,4,4,197,3,3,7,200,14,0,215,31,5,0,0,39,0,0,0,39,18,0,61,3,0,0,0,3,0,0,0,3,0,0,3,200,25,5,4,233,3,3,7,240,34,0,275,102,10,0,0,112,3,0,3,114,11,0,122,114,27,7,0,151,3,0,3,152,4,0,152
LGA14000,779,18,0,21,802,67,0,871,5,0,0,3,10,0,0,0,10,0,0,10,3969,368,30,46,4411,83,17,102,4516,203,3,4721,963,77,7,9,1059,18,3,20,1080,36,3,1114,1119,121,9,4,1251,19,5,23,1277,27,0,1302,11,7,3,0,20,0,0,0,20,0,0,20,13,0,0,11,23,0,0,0,23,0,0,21,2110,201,20,18,2354,39,9,45,2400,62,3,2466,31,0,0,0,33,4,0,4,34,0,0,32,49,4,0,0,52,0,0,0,53,0,0,53,74,4,0,0,78,4,0,5,84,0,0,87,2191,203,23,18,2433,46,9,51,2484,62,3,2551,405,47,3,8,465,6,3,9,480,52,0,530,4,0,0,4,4,0,0,0,4,0,0,5,2595,252,25,35,2903,48,10,59,2964,112,4,3089,1469,100,13,6,1589,47,13,58,1646,77,0,1720,1442,171,5,3,1625,31,0,32,1656,42,4,1700
LGA14100,82,0,0,0,85,8,0,88,0,0,0,0,0,0,0,0,0,0,0,0,381,31,3,0,421,0,0,3,422,16,0,440,93,4,0,0,97,0,0,0,96,9,0,107,105,3,0,0,107,0,0,0,110,3,0,113,4,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,202,7,0,3,211,3,0,3,211,16,0,226,0,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,3,0,0,0,3,0,0,3,205,7,0,3,216,3,0,3,214,16,0,231,39,6,0,0,48,0,0,0,48,4,0,53,0,0,0,0,0,0,0,0,0,0,0,0,243,12,3,3,258,3,0,3,263,16,3,283,102,11,0,0,118,0,3,3,122,10,0,135,123,0,0,0,132,0,0,0,130,9,0,141
LGA14170,486,4,8,8,491,71,0,567,0,0,0,0,4,0,0,0,4,0,3,8,2690,385,31,28,3134,62,19,81,3213,175,10,3390,679,110,3,0,794,13,3,18,812,42,0,849,562,75,3,7,641,14,3,17,659,19,0,681,13,3,6,0,24,0,0,0,24,0,0,26,10,0,0,3,13,0,0,0,13,0,0,17,1264,183,13,16,1473,26,6,35,1502,66,3,1572,10,3,0,0,14,6,0,6,24,0,0,24,28,8,0,0,30,3,3,3,39,0,0,39,35,5,0,0,49,13,3,14,60,0,0,60,1300,189,13,16,1516,37,10,46,1566,66,3,1631,220,21,4,3,250,4,7,6,259,47,0,305,0,0,0,0,0,0,0,0,0,0,6,6,1519,210,15,18,1770,41,15,54,1819,110,5,1939,909,99,8,9,1023,25,6,32,1057,60,0,1117,622,94,7,11,728,15,3,14,740,37,4,784
LGA14200,60,10,0,10,63,30,0,100,0,0,0,0,0,0,0,0,0,0,4,3,287,34,5,9,339,20,0,17,362,47,4,411,78,13,0,0,82,0,0,0,83,3,0,88,71,15,0,3,86,3,0,3,87,3,0,96,0,0,3,0,4,0,0,0,4,0,0,4,0,0,0,4,4,0,0,0,4,0,0,3,144,25,3,4,180,3,3,7,183,4,0,189,0,0,0,0,0,3,0,3,3,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,7,0,0,6,150,25,3,4,185,4,3,9,190,8,0,201,22,4,3,0,28,0,0,0,28,22,0,56,0,0,0,0,0,0,0,0,0,0,0,0,171,34,4,4,215,7,3,7,226,34,0,255,101,17,0,0,122,0,0,3,123,7,0,132,84,16,0,0,107,4,3,7,105,6,0,112
LGA14300,23,3,0,3,25,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,119,15,3,0,138,3,0,3,142,13,0,152,36,3,0,0,44,0,0,0,44,0,0,43,27,5,0,0,34,0,0,0,34,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,9,3,0,77,0,0,0,77,4,0,81,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,65,9,3,0,80,0,0,0,80,4,0,86,9,0,0,0,9,0,0,0,9,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,72,9,3,0,85,0,0,0,85,13,0,101,45,3,0,0,45,6,0,6,51,0,0,47,20,3,0,0,27,0,0,0,27,5,0,31
LGA14350,87,8,0,8,97,52,0,143,0,0,0,0,0,0,0,0,0,0,3,5,348,82,14,14,459,12,3,12,471,87,11,569,100,13,3,0,119,0,0,0,119,9,0,126,81,22,3,0,103,0,0,5,111,18,0,125,6,0,0,0,8,0,0,0,8,0,0,8,0,0,0,3,5,0,0,0,5,0,0,5,186,33,12,4,237,0,0,5,242,25,0,263,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,7,3,0,6,187,32,12,4,236,4,0,4,245,26,0,269,37,10,3,3,53,6,0,8,66,36,0,101,0,0,0,0,0,0,0,0,0,0,3,0,229,45,15,7,297,7,0,13,309,61,8,371,123,24,3,0,154,0,0,0,154,12,0,167,127,29,3,3,164,0,0,3,162,28,0,191
LGA14400,80,3,0,3,85,9,0,94,0,0,0,0,0,0,0,0,0,0,0,0,480,75,18,19,586,3,0,3,592,34,0,621,112,12,0,0,124,0,0,0,124,3,0,133,136,16,3,3,164,0,0,0,166,3,0,171,6,0,3,0,9,0,0,0,9,0,0,9,3,0,0,7,7,0,0,0,7,0,0,7,262,31,9,6,306,0,0,0,301,11,0,316,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,10,0,0,9,6,0,0,0,10,0,0,0,10,0,0,9,265,30,8,6,310,0,0,0,315,11,0,324,31,5,0,6,43,0,0,0,43,10,0,57,0,0,0,0,0,0,0,0,0,0,0,0,295,36,10,11,354,0,0,0,358,24,0,386,159,20,0,0,174,0,0,0,175,8,0,183,198,26,0,8,231,0,0,0,231,5,0,236
LGA14500,896,20,3,24,919,69,0,988,0,0,0,4,3,0,0,0,3,0,3,14,3810,277,36,46,4168,96,16,119,4280,167,5,4453,851,88,5,3,942,25,3,29,969,62,0,1034,963,67,14,7,1061,15,0,15,1073,18,3,1096,12,4,4,0,17,0,0,0,17,0,0,17,8,0,0,8,15,0,0,0,15,0,0,17,1838,160,25,15,2039,40,3,42,2077,82,0,2164,30,0,0,0,28,3,0,3,39,3,0,41,49,3,0,0,50,7,0,7,57,0,0,54,78,7,0,0,80,7,0,7,89,5,0,98,1913,165,25,15,2120,48,3,53,2170,87,0,2260,555,37,11,3,607,16,0,16,621,37,0,664,0,0,0,3,3,0,0,0,3,0,3,4,2467,199,34,23,2723,68,3,69,2794,131,7,2929,1274,128,14,9,1422,42,3,47,1467,82,0,1551,1383,101,13,11,1516,20,3,24,1536,37,3,1581
LGA14550,43,0,0,0,47,20,0,65,0,0,0,0,0,0,0,0,0,0,0,0,110,28,6,6,148,8,0,7,157,29,0,187,40,8,0,0,44,0,0,0,44,0,0,47,41,7,0,0,51,0,3,3,51,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,78,18,0,3,99,0,3,3,102,3,0,102,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,6,78,18,0,3,100,3,3,3,100,3,0,109,18,3,0,0,17,0,0,0,21,11,0,28,0,0,0,0,0,0,0,0,0,0,0,0,94,21,0,3,116,3,3,6,122,17,0,134,50,3,0,0,53,0,0,0,53,6,0,58,32,9,3,0,47,0,0,0,47,10,0,53
LGA14600,30,0,0,0,30,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,97,3,3,13,115,3,0,3,118,16,0,141,20,3,0,0,19,0,0,0,19,4,0,23,23,0,0,0,23,0,0,0,23,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,0,45,0,0,0,45,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,0,45,0,0,0,45,3,0,54,9,0,0,0,7,3,0,3,13,12,0,25,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,3,58,3,0,3,62,19,0,80,27,0,0,0,29,0,0,0,29,0,0,29,21,0,0,0,27,0,0,0,27,0,0,27
LGA14650,754,29,3,33,783,192,4,984,6,0,0,4,10,0,0,0,10,0,9,18,3825,448,84,58,4416,95,16,102,4518,361,17,4905,859,94,8,9,972,13,4,23,990,67,0,1053,1152,128,21,11,1309,29,8,31,1341,51,0,1394,35,6,3,0,45,0,0,0,48,3,0,50,16,3,0,15,27,0,0,0,33,0,0,35,2062,232,26,27,2350,45,7,58,2405,123,0,2530,22,7,0,0,29,3,0,5,37,3,0,40,38,7,0,0,44,3,0,3,45,7,0,58,64,7,0,0,72,9,0,8,86,11,0,100,2126,243,26,28,2427,55,12,68,2491,130,0,2625,348,41,10,10,410,17,0,23,434,124,3,557,0,0,0,4,8,0,0,0,8,0,5,14,2478,288,34,39,2837,72,14,90,2926,259,14,3196,1334,109,13,11,1468,32,6,36,1501,94,3,1599,1451,170,25,15,1657,23,0,24,1683,76,0,1759
LGA14700,163,3,0,3,168,8,0,177,0,0,0,0,0,0,0,0,0,0,0,0,823,77,4,7,912,22,0,27,938,36,0,979,196,15,0,0,215,3,0,3,223,10,0,233,192,15,3,0,209,3,0,3,214,11,0,220,4,0,0,0,4,0,0,0,4,0,0,5,0,0,0,3,3,0,0,0,3,0,0,3,387,30,3,4,434,6,0,6,438,19,0,458,5,3,0,0,7,3,0,3,13,0,0,13,11,0,0,0,11,0,0,0,13,0,0,13,19,3,0,0,18,3,0,3,24,0,0,24,406,35,3,4,449,11,0,13,460,19,0,481,88,11,0,3,107,3,0,3,110,7,0,117,0,0,0,0,0,0,0,0,0,0,0,0,498,45,3,8,558,17,0,14,570,31,0,601,249,25,0,0,272,17,0,17,289,16,0,301,243,24,0,0,265,3,0,3,266,4,0,275
LGA14750,45,0,0,0,43,14,0,54,0,0,0,0,0,0,0,0,0,0,0,0,241,27,8,7,278,3,0,4,286,15,3,303,61,6,5,0,67,0,0,0,71,0,0,71,74,0,0,0,77,0,0,0,77,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,8,5,0,149,0,0,0,149,3,0,153,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,139,8,5,0,151,0,0,0,153,3,0,154,25,4,0,0,32,0,0,0,29,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,167,10,5,0,183,0,0,5,182,6,0,190,88,6,0,3,105,0,0,0,105,0,0,103,91,7,4,0,102,0,0,0,102,5,0,107
LGA14850,138,8,0,6,149,48,0,197,0,0,0,0,0,0,0,0,0,0,4,6,686,160,10,12,875,28,13,44,913,89,6,1006,196,30,3,7,232,3,3,7,236,11,0,244,173,41,3,3,224,3,0,3,221,15,0,243,5,0,0,0,10,0,0,0,11,0,0,14,3,0,0,5,7,0,0,0,5,0,0,5,377,72,7,13,469,9,3,7,479,32,0,506,4,0,0,0,6,3,0,4,8,0,0,8,6,3,0,0,10,0,0,0,11,0,0,11,9,4,0,0,14,3,0,4,14,0,0,14,390,78,7,13,481,5,5,13,493,32,0,522,58,25,0,0,79,9,0,9,89,24,0,116,0,0,0,0,0,0,0,0,0,0,0,5,442,100,8,10,561,12,5,19,586,54,0,645,262,40,0,3,303,0,0,0,306,13,0,325,248,57,3,6,312,8,0,5,317,18,0,338
LGA14870,72,4,0,6,75,30,3,109,0,0,0,0,0,0,0,0,0,0,4,6,338,32,5,7,389,8,5,8,395,43,5,443,67,8,0,0,76,0,0,0,76,8,0,76,99,14,0,0,111,0,0,0,117,3,0,122,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,170,17,0,0,191,3,0,3,197,6,0,202,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,3,5,0,7,171,14,3,0,192,3,0,3,198,14,0,212,43,4,0,0,50,3,0,3,54,18,0,67,0,0,0,0,0,0,0,0,0,0,4,4,209,23,5,3,241,7,0,7,250,34,3,285,119,10,0,0,135,3,0,3,133,7,0,148,106,13,3,0,127,3,0,3,133,11,0,138
LGA14900,1680,70,27,96,1777,747,6,2529,0,11,0,0,17,3,0,3,17,6,30,51,4441,816,86,133,5479,149,51,203,5681,975,44,6702,1140,93,17,5,1256,20,3,21,1280,78,0,1360,890,157,12,15,1084,17,3,19,1100,64,0,1159,30,0,7,0,35,0,0,0,35,0,0,38,14,7,0,21,41,0,0,3,42,0,0,41,2075,263,37,43,2413,32,8,40,2456,144,3,2603,42,8,0,0,50,8,0,9,55,3,0,63,56,12,0,0,71,3,3,8,83,10,0,96,98,24,0,3,120,13,3,13,141,16,0,153,2174,285,39,40,2535,43,12,59,2594,158,3,2754,733,232,22,35,1013,37,31,70,1086,438,3,1530,0,0,0,0,6,0,0,0,7,0,25,29,2907,512,59,75,3556,84,43,130,3687,595,31,4315,1576,137,22,9,1752,38,7,40,1792,125,4,1922,1165,220,14,14,1416,33,9,40,1453,80,0,1538
LGA14920,28,0,0,0,28,11,0,42,0,0,0,0,0,0,0,0,0,0,0,0,139,13,5,9,158,0,0,3,161,15,0,179,30,0,0,0,31,0,0,0,31,0,0,35,33,4,0,0,38,0,0,0,34,5,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,7,0,0,67,0,0,0,73,9,0,79,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,5,0,0,0,5,0,0,5,67,8,0,0,77,0,0,0,76,9,0,83,15,3,0,3,18,0,0,0,18,13,0,32,0,0,0,0,0,0,0,0,0,0,0,0,77,11,0,3,95,0,0,0,97,17,0,111,35,5,0,0,35,0,0,0,35,0,0,37,36,7,0,0,43,0,0,0,43,0,0,41
LGA14950,14,0,0,0,14,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,93,0,0,0,95,3,0,96,19,3,0,0,20,0,0,0,20,0,0,20,21,0,0,0,26,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6,0,0,49,0,0,0,46,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6,0,0,49,0,0,0,46,0,0,46,8,0,0,0,6,0,0,0,6,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0,58,0,0,0,59,7,0,60,20,0,0,0,19,0,0,0,19,0,0,19,21,0,0,0,25,0,0,0,25,0,0,22
LGA15050,387,17,3,16,405,45,0,447,3,0,0,3,6,0,0,0,6,0,3,9,1722,169,33,34,1955,49,12,64,2017,108,4,2132,385,36,8,0,427,7,0,11,443,18,0,460,454,51,8,3,518,12,0,10,528,19,0,552,17,3,4,0,27,0,0,0,27,0,0,25,9,0,0,3,10,0,0,0,11,4,0,17,864,84,23,11,980,23,3,19,1004,42,0,1049,10,4,0,0,18,4,0,6,23,0,0,26,26,0,0,0,34,4,0,3,35,0,0,35,38,8,3,0,50,6,0,7,57,3,0,62,901,94,21,9,1029,26,3,31,1061,45,0,1108,180,18,5,10,209,4,0,7,214,32,0,250,0,0,0,0,0,0,0,0,0,0,0,3,1083,112,30,20,1236,29,4,39,1280,79,3,1365,528,47,4,3,590,17,0,17,608,21,3,636,556,68,11,12,643,16,3,12,662,22,0,684
LGA15240,334,22,6,28,360,119,4,482,7,0,0,0,7,0,0,0,7,0,5,13,1154,264,39,41,1496,59,7,69,1571,215,15,1798,265,48,13,4,323,3,0,7,331,29,0,359,331,87,10,8,431,15,3,18,447,38,0,486,4,9,5,0,19,0,0,0,19,0,0,18,6,0,0,8,8,0,0,0,8,0,0,8,611,133,21,12,778,19,0,24,800,71,0,870,5,5,0,0,13,8,0,8,16,7,0,25,20,5,0,0,24,0,0,0,25,3,0,27,26,9,0,0,35,5,0,7,45,8,0,50,629,144,22,14,818,25,3,32,843,77,0,917,110,26,6,5,152,6,0,6,161,94,0,257,0,0,0,0,0,0,0,0,3,0,4,6,744,168,35,25,971,37,8,40,1012,173,3,1189,398,63,10,3,481,9,3,9,487,45,0,536,462,124,11,9,600,10,3,13,613,54,0,664
LGA15270,128,3,3,5,131,41,0,165,0,0,0,0,0,0,0,0,0,0,3,5,476,51,4,5,543,22,3,24,566,47,3,622,81,5,3,0,84,0,0,0,88,9,0,96,129,23,0,0,149,0,0,3,154,11,0,167,6,0,0,0,4,0,0,0,4,0,0,5,0,0,0,3,5,0,0,0,5,0,0,5,211,27,3,7,252,3,0,3,253,14,0,268,3,0,0,0,3,0,0,0,3,0,0,7,6,0,0,0,6,0,0,0,6,0,0,6,6,0,0,0,6,0,0,0,6,0,0,10,220,27,3,7,260,3,0,3,260,15,0,281,53,12,0,0,66,6,0,6,72,20,0,95,0,0,0,0,0,0,0,0,0,0,0,0,275,33,3,8,324,11,0,15,339,37,0,374,111,10,5,3,131,0,0,0,128,16,0,148,145,20,3,0,173,3,0,3,178,8,0,184
LGA15300,39,0,0,0,39,23,0,55,0,0,0,0,4,0,0,0,4,0,0,5,237,15,3,9,263,3,3,9,270,30,0,299,41,5,0,0,44,0,0,0,44,0,0,49,32,3,0,0,36,0,0,0,36,0,0,36,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,76,11,0,3,90,0,0,0,90,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,11,0,3,92,0,0,0,92,0,0,95,7,3,0,0,15,3,0,3,19,11,0,30,0,0,0,0,0,0,0,0,0,0,0,0,90,15,0,3,105,3,0,3,106,15,0,128,61,0,0,3,64,0,0,0,68,0,0,69,41,3,0,0,47,0,0,0,50,3,0,53
